,book1,book2,num_conn
3046,2-corithians,1-kings,0
3047,2-corithians,2-kings,0
3048,2-corithians,1-chronicles,0
3049,2-corithians,2-chronicles,0
3050,2-corithians,ezra,0
3051,2-corithians,nehemiah,0
3052,2-corithians,esther,0
3053,2-corithians,job,0
3054,2-corithians,psalms,0
3055,2-corithians,proverbs,0
3056,2-corithians,ecclesiastes,0
3057,2-corithians,song-of-solomon,0
3058,2-corithians,isaiah,0
3059,2-corithians,jeremiah,0
3060,2-corithians,lamentations,0
3061,2-corithians,ezekiel,0
3062,2-corithians,daniel,0
3063,2-corithians,hosea,0
3064,2-corithians,joel,0
3065,2-corithians,amos,0
3066,2-corithians,obadiah,0
3067,2-corithians,jonah,0
3068,2-corithians,micah,0
3069,2-corithians,nahum,0
3070,2-corithians,habakkuk,0
3071,2-corithians,zephaniah,0
3072,2-corithians,haggai,0
3073,2-corithians,zechariah,0
3074,2-corithians,malachi,0
3075,2-corithians,matthew,0
3076,2-corithians,mark,0
3077,2-corithians,luke,0
3078,2-corithians,john,0
3079,2-corithians,acts,0
3080,2-corithians,romans,0
3081,2-corithians,1-corinthians,0
3083,2-corithians,galatians,0
3084,2-corithians,ephesians,0
3085,2-corithians,philippians,0
3086,2-corithians,colossians,0
3087,2-corithians,1-thessalonians,0
3088,2-corithians,2-thessalonians,0
3089,2-corithians,1-timothy,0
3090,2-corithians,2-timothy,0
3091,2-corithians,titus,0
3092,2-corithians,philemon,0
3093,2-corithians,hebrews,0
3094,2-corithians,james,0
3095,2-corithians,1-peter,0
3096,2-corithians,2-peter,0
3097,2-corithians,1-john,0
3098,2-corithians,2-john,0
3099,2-corithians,3-john,0
3100,2-corithians,jude,0
3101,2-corithians,revelation,0
3102,galatians,genesis,7
3103,galatians,exodus,13
3104,galatians,leviticus,10
3105,galatians,numbers,5
3106,galatians,deuteronomy,5
3107,galatians,joshua,2
3108,galatians,judges,1
3109,galatians,ruth,0
3110,galatians,1-samuel,1
3111,galatians,2-samuel,0
3112,galatians,1-kings,1
3113,galatians,2-kings,2
3114,galatians,1-chronicles,2
3115,galatians,2-chronicles,1
3116,galatians,ezra,0
3117,galatians,nehemiah,1
3118,galatians,esther,0
3119,galatians,job,18
3120,galatians,psalms,23
3121,galatians,proverbs,8
3122,galatians,ecclesiastes,6
3123,galatians,song-of-solomon,2
3124,galatians,isaiah,12
3125,galatians,jeremiah,9
3126,galatians,lamentations,1
3127,galatians,ezekiel,3
3128,galatians,daniel,2
3129,galatians,hosea,1
3130,galatians,joel,0
3131,galatians,amos,0
3132,galatians,obadiah,0
3133,galatians,jonah,0
3134,galatians,micah,0
3135,galatians,nahum,0
3136,galatians,habakkuk,0
3137,galatians,zephaniah,0
3138,galatians,haggai,1
3139,galatians,zechariah,1
3140,galatians,malachi,0
3141,galatians,matthew,31
3142,galatians,mark,18
3143,galatians,luke,43
3144,galatians,john,34
3145,galatians,acts,61
3146,galatians,romans,146
3147,galatians,1-corinthians,72
3148,galatians,2-corithians,0
3150,galatians,ephesians,36
3151,galatians,philippians,28
3152,galatians,colossians,16
3153,galatians,1-thessalonians,18
3154,galatians,2-thessalonians,11
3155,galatians,1-timothy,14
3156,galatians,2-timothy,14
3157,galatians,titus,7
3158,galatians,philemon,4
3159,galatians,hebrews,46
3160,galatians,james,19
3161,galatians,1-peter,19
3162,galatians,2-peter,12
3163,galatians,1-john,7
3164,galatians,2-john,2
3165,galatians,3-john,2
3166,galatians,jude,2
3167,galatians,revelation,9
3168,ephesians,genesis,6
3169,ephesians,exodus,6
3170,ephesians,leviticus,6
3171,ephesians,numbers,8
3172,ephesians,deuteronomy,5
3173,ephesians,joshua,0
3174,ephesians,judges,0
3175,ephesians,ruth,1
3176,ephesians,1-samuel,2
3177,ephesians,2-samuel,3
3178,ephesians,1-kings,3
3179,ephesians,2-kings,3
3180,ephesians,1-chronicles,1
3181,ephesians,2-chronicles,3
3182,ephesians,ezra,0
3183,ephesians,nehemiah,2
3184,ephesians,esther,1
3185,ephesians,job,18
3186,ephesians,psalms,56
3187,ephesians,proverbs,24
3188,ephesians,ecclesiastes,12
3189,ephesians,song-of-solomon,2
3190,ephesians,isaiah,10
3191,ephesians,jeremiah,6
3192,ephesians,lamentations,3
3193,ephesians,ezekiel,9
3194,ephesians,daniel,7
3195,ephesians,hosea,2
3196,ephesians,joel,1
3197,ephesians,amos,1
3198,ephesians,obadiah,0
3199,ephesians,jonah,0
3200,ephesians,micah,0
3201,ephesians,nahum,1
3202,ephesians,habakkuk,1
3203,ephesians,zephaniah,0
3204,ephesians,haggai,0
3205,ephesians,zechariah,0
3206,ephesians,malachi,1
3207,ephesians,matthew,28
3208,ephesians,mark,19
3209,ephesians,luke,32
3210,ephesians,john,36
3211,ephesians,acts,46
3212,ephesians,romans,77
3213,ephesians,1-corinthians,103
3214,ephesians,2-corithians,0
3215,ephesians,galatians,28
3217,ephesians,philippians,28
3218,ephesians,colossians,69
3219,ephesians,1-thessalonians,25
3220,ephesians,2-thessalonians,11
3221,ephesians,1-timothy,26
3222,ephesians,2-timothy,19
3223,ephesians,titus,8
3224,ephesians,philemon,19
3225,ephesians,hebrews,26
3226,ephesians,james,12
3227,ephesians,1-peter,31
3228,ephesians,2-peter,14
3229,ephesians,1-john,14
3230,ephesians,2-john,2
3231,ephesians,3-john,0
3232,ephesians,jude,3
3233,ephesians,revelation,10
3234,philippians,genesis,2
3235,philippians,exodus,2
3236,philippians,leviticus,5
3237,philippians,numbers,2
3238,philippians,deuteronomy,3
3239,philippians,joshua,0
3240,philippians,judges,3
3241,philippians,ruth,0
3242,philippians,1-samuel,0
3243,philippians,2-samuel,2
3244,philippians,1-kings,0
3245,philippians,2-kings,0
3246,philippians,1-chronicles,1
3247,philippians,2-chronicles,0
3248,philippians,ezra,0
3249,philippians,nehemiah,3
3250,philippians,esther,1
3251,philippians,job,18
3252,philippians,psalms,35
3253,philippians,proverbs,9
3254,philippians,ecclesiastes,3
3255,philippians,song-of-solomon,0
3256,philippians,isaiah,5
3257,philippians,jeremiah,5
3258,philippians,lamentations,1
3259,philippians,ezekiel,2
3260,philippians,daniel,3
3261,philippians,hosea,2
3262,philippians,joel,1
3263,philippians,amos,0
3264,philippians,obadiah,0
3265,philippians,jonah,0
3266,philippians,micah,0
3267,philippians,nahum,0
3268,philippians,habakkuk,0
3269,philippians,zephaniah,0
3270,philippians,haggai,0
3271,philippians,zechariah,0
3272,philippians,malachi,0
3273,philippians,matthew,19
3274,philippians,mark,7
3275,philippians,luke,22
3276,philippians,john,23
3277,philippians,acts,28
3278,philippians,romans,53
3279,philippians,1-corinthians,67
3280,philippians,2-corithians,0
3281,philippians,galatians,18
3282,philippians,ephesians,28
3284,philippians,colossians,12
3285,philippians,1-thessalonians,18
3286,philippians,2-thessalonians,9
3287,philippians,1-timothy,11
3288,philippians,2-timothy,18
3289,philippians,titus,8
3290,philippians,philemon,8
3291,philippians,hebrews,14
3292,philippians,james,5
3293,philippians,1-peter,8
3294,philippians,2-peter,10
3295,philippians,1-john,11
3296,philippians,2-john,1
3297,philippians,3-john,2
3298,philippians,jude,1
3299,philippians,revelation,8
3300,colossians,genesis,6
3301,colossians,exodus,3
3302,colossians,leviticus,5
3303,colossians,numbers,5
3304,colossians,deuteronomy,0
3305,colossians,joshua,0
3306,colossians,judges,0
3307,colossians,ruth,0
3308,colossians,1-samuel,0
3309,colossians,2-samuel,0
3310,colossians,1-kings,3
3311,colossians,2-kings,1
3312,colossians,1-chronicles,1
3313,colossians,2-chronicles,1
3314,colossians,ezra,1
3315,colossians,nehemiah,6
3316,colossians,esther,1
3317,colossians,job,18
3318,colossians,psalms,45
3319,colossians,proverbs,17
3320,colossians,ecclesiastes,4
3321,colossians,song-of-solomon,1
3322,colossians,isaiah,15
3323,colossians,jeremiah,3
3324,colossians,lamentations,0
3325,colossians,ezekiel,4
3326,colossians,daniel,3
3327,colossians,hosea,0
3328,colossians,joel,1
3329,colossians,amos,1
3330,colossians,obadiah,1
3331,colossians,jonah,0
3332,colossians,micah,0
3333,colossians,nahum,0
3334,colossians,habakkuk,0
3335,colossians,zephaniah,0
3336,colossians,haggai,0
3337,colossians,zechariah,0
3338,colossians,malachi,0
3339,colossians,matthew,13
3340,colossians,mark,6
3341,colossians,luke,24
3342,colossians,john,24
3343,colossians,acts,41
3344,colossians,romans,45
3345,colossians,1-corinthians,64
3346,colossians,2-corithians,0
3347,colossians,galatians,13
3348,colossians,ephesians,66
3349,colossians,philippians,26
3351,colossians,1-thessalonians,18
3352,colossians,2-thessalonians,10
3353,colossians,1-timothy,7
3354,colossians,2-timothy,7
3355,colossians,titus,5
3356,colossians,philemon,12
3357,colossians,hebrews,21
3358,colossians,james,3
3359,colossians,1-peter,17
3360,colossians,2-peter,4
3361,colossians,1-john,8
3362,colossians,2-john,0
3363,colossians,3-john,1
3364,colossians,jude,2
3365,colossians,revelation,5
3366,1-thessalonians,genesis,6
3367,1-thessalonians,exodus,3
3368,1-thessalonians,leviticus,2
3369,1-thessalonians,numbers,2
3370,1-thessalonians,deuteronomy,2
3371,1-thessalonians,joshua,0
3372,1-thessalonians,judges,1
3373,1-thessalonians,ruth,0
3374,1-thessalonians,1-samuel,1
3375,1-thessalonians,2-samuel,2
3376,1-thessalonians,1-kings,0
3377,1-thessalonians,2-kings,0
3378,1-thessalonians,1-chronicles,0
3379,1-thessalonians,2-chronicles,1
3380,1-thessalonians,ezra,1
3381,1-thessalonians,nehemiah,0
3382,1-thessalonians,esther,0
3383,1-thessalonians,job,26
3384,1-thessalonians,psalms,45
3385,1-thessalonians,proverbs,5
3386,1-thessalonians,ecclesiastes,2
3387,1-thessalonians,song-of-solomon,1
3388,1-thessalonians,isaiah,9
3389,1-thessalonians,jeremiah,9
3390,1-thessalonians,lamentations,4
3391,1-thessalonians,ezekiel,3
3392,1-thessalonians,daniel,3
3393,1-thessalonians,hosea,0
3394,1-thessalonians,joel,0
3395,1-thessalonians,amos,0
3396,1-thessalonians,obadiah,0
3397,1-thessalonians,jonah,0
3398,1-thessalonians,micah,0
3399,1-thessalonians,nahum,0
3400,1-thessalonians,habakkuk,1
3401,1-thessalonians,zephaniah,0
3402,1-thessalonians,haggai,0
3403,1-thessalonians,zechariah,3
3404,1-thessalonians,malachi,2
3405,1-thessalonians,matthew,12
3406,1-thessalonians,mark,10
3407,1-thessalonians,luke,29
3408,1-thessalonians,john,41
3409,1-thessalonians,acts,42
3410,1-thessalonians,romans,64
3411,1-thessalonians,1-corinthians,75
3412,1-thessalonians,2-corithians,0
3413,1-thessalonians,galatians,18
3414,1-thessalonians,ephesians,32
3415,1-thessalonians,philippians,31
3416,1-thessalonians,colossians,16
3418,1-thessalonians,2-thessalonians,26
3419,1-thessalonians,1-timothy,19
3420,1-thessalonians,2-timothy,12
3421,1-thessalonians,titus,8
3422,1-thessalonians,philemon,7
3423,1-thessalonians,hebrews,28
3424,1-thessalonians,james,16
3425,1-thessalonians,1-peter,21
3426,1-thessalonians,2-peter,6
3427,1-thessalonians,1-john,11
3428,1-thessalonians,2-john,4
3429,1-thessalonians,3-john,1
3430,1-thessalonians,jude,3
3431,1-thessalonians,revelation,13
3432,2-thessalonians,genesis,1
3433,2-thessalonians,exodus,1
3434,2-thessalonians,leviticus,2
3435,2-thessalonians,numbers,3
3436,2-thessalonians,deuteronomy,1
3437,2-thessalonians,joshua,1
3438,2-thessalonians,judges,0
3439,2-thessalonians,ruth,0
3440,2-thessalonians,1-samuel,0
3441,2-thessalonians,2-samuel,2
3442,2-thessalonians,1-kings,0
3443,2-thessalonians,2-kings,1
3444,2-thessalonians,1-chronicles,1
3445,2-thessalonians,2-chronicles,0
3446,2-thessalonians,ezra,1
3447,2-thessalonians,nehemiah,0
3448,2-thessalonians,esther,0
3449,2-thessalonians,job,9
3450,2-thessalonians,psalms,25
3451,2-thessalonians,proverbs,7
3452,2-thessalonians,ecclesiastes,0
3453,2-thessalonians,song-of-solomon,0
3454,2-thessalonians,isaiah,3
3455,2-thessalonians,jeremiah,1
3456,2-thessalonians,lamentations,2
3457,2-thessalonians,ezekiel,4
3458,2-thessalonians,daniel,3
3459,2-thessalonians,hosea,0
3460,2-thessalonians,joel,0
3461,2-thessalonians,amos,0
3462,2-thessalonians,obadiah,0
3463,2-thessalonians,jonah,0
3464,2-thessalonians,micah,0
3465,2-thessalonians,nahum,0
3466,2-thessalonians,habakkuk,0
3467,2-thessalonians,zephaniah,0
3468,2-thessalonians,haggai,0
3469,2-thessalonians,zechariah,0
3470,2-thessalonians,malachi,0
3471,2-thessalonians,matthew,10
3472,2-thessalonians,mark,7
3473,2-thessalonians,luke,13
3474,2-thessalonians,john,19
3475,2-thessalonians,acts,33
3476,2-thessalonians,romans,39
3477,2-thessalonians,1-corinthians,38
3478,2-thessalonians,2-corithians,0
3479,2-thessalonians,galatians,14
3480,2-thessalonians,ephesians,26
3481,2-thessalonians,philippians,12
3482,2-thessalonians,colossians,9
3483,2-thessalonians,1-thessalonians,29
3485,2-thessalonians,1-timothy,8
3486,2-thessalonians,2-timothy,11
3487,2-thessalonians,titus,3
3488,2-thessalonians,philemon,5
3489,2-thessalonians,hebrews,10
3490,2-thessalonians,james,10
3491,2-thessalonians,1-peter,21
3492,2-thessalonians,2-peter,5
3493,2-thessalonians,1-john,10
3494,2-thessalonians,2-john,2
3495,2-thessalonians,3-john,0
3496,2-thessalonians,jude,3
3497,2-thessalonians,revelation,7
3498,1-timothy,genesis,3
3499,1-timothy,exodus,6
3500,1-timothy,leviticus,1
3501,1-timothy,numbers,5
3502,1-timothy,deuteronomy,5
3503,1-timothy,joshua,0
3504,1-timothy,judges,0
3505,1-timothy,ruth,0
3506,1-timothy,1-samuel,2
3507,1-timothy,2-samuel,0
3508,1-timothy,1-kings,1
3509,1-timothy,2-kings,1
3510,1-timothy,1-chronicles,2
3511,1-timothy,2-chronicles,1
3512,1-timothy,ezra,1
3513,1-timothy,nehemiah,0
3514,1-timothy,esther,1
3515,1-timothy,job,20
3516,1-timothy,psalms,18
3517,1-timothy,proverbs,18
3518,1-timothy,ecclesiastes,3
3519,1-timothy,song-of-solomon,2
3520,1-timothy,isaiah,8
3521,1-timothy,jeremiah,6
3522,1-timothy,lamentations,4
3523,1-timothy,ezekiel,4
3524,1-timothy,daniel,2
3525,1-timothy,hosea,1
3526,1-timothy,joel,0
3527,1-timothy,amos,1
3528,1-timothy,obadiah,0
3529,1-timothy,jonah,0
3530,1-timothy,micah,2
3531,1-timothy,nahum,0
3532,1-timothy,habakkuk,0
3533,1-timothy,zephaniah,0
3534,1-timothy,haggai,0
3535,1-timothy,zechariah,0
3536,1-timothy,malachi,0
3537,1-timothy,matthew,8
3538,1-timothy,mark,11
3539,1-timothy,luke,29
3540,1-timothy,john,25
3541,1-timothy,acts,33
3542,1-timothy,romans,45
3543,1-timothy,1-corinthians,30
3544,1-timothy,2-corithians,0
3545,1-timothy,galatians,22
3546,1-timothy,ephesians,21
3547,1-timothy,philippians,17
3548,1-timothy,colossians,8
3549,1-timothy,1-thessalonians,14
3550,1-timothy,2-thessalonians,8
3552,1-timothy,2-timothy,42
3553,1-timothy,titus,34
3554,1-timothy,philemon,3
3555,1-timothy,hebrews,17
3556,1-timothy,james,7
3557,1-timothy,1-peter,10
3558,1-timothy,2-peter,8
3559,1-timothy,1-john,6
3560,1-timothy,2-john,1
3561,1-timothy,3-john,3
3562,1-timothy,jude,4
3563,1-timothy,revelation,16
3564,2-timothy,genesis,2
3565,2-timothy,exodus,1
3566,2-timothy,leviticus,0
3567,2-timothy,numbers,1
3568,2-timothy,deuteronomy,3
3569,2-timothy,joshua,0
3570,2-timothy,judges,0
3571,2-timothy,ruth,0
3572,2-timothy,1-samuel,1
3573,2-timothy,2-samuel,0
3574,2-timothy,1-kings,0
3575,2-timothy,2-kings,0
3576,2-timothy,1-chronicles,0
3577,2-timothy,2-chronicles,0
3578,2-timothy,ezra,0
3579,2-timothy,nehemiah,1
3580,2-timothy,esther,1
3581,2-timothy,job,13
3582,2-timothy,psalms,22
3583,2-timothy,proverbs,12
3584,2-timothy,ecclesiastes,4
3585,2-timothy,song-of-solomon,0
3586,2-timothy,isaiah,9
3587,2-timothy,jeremiah,2
3588,2-timothy,lamentations,1
3589,2-timothy,ezekiel,0
3590,2-timothy,daniel,3
3591,2-timothy,hosea,1
3592,2-timothy,joel,0
3593,2-timothy,amos,0
3594,2-timothy,obadiah,0
3595,2-timothy,jonah,1
3596,2-timothy,micah,0
3597,2-timothy,nahum,0
3598,2-timothy,habakkuk,0
3599,2-timothy,zephaniah,0
3600,2-timothy,haggai,0
3601,2-timothy,zechariah,0
3602,2-timothy,malachi,1
3603,2-timothy,matthew,13
3604,2-timothy,mark,12
3605,2-timothy,luke,19
3606,2-timothy,john,17
3607,2-timothy,acts,25
3608,2-timothy,romans,43
3609,2-timothy,1-corinthians,30
3610,2-timothy,2-corithians,0
3611,2-timothy,galatians,5
3612,2-timothy,ephesians,20
3613,2-timothy,philippians,14
3614,2-timothy,colossians,10
3615,2-timothy,1-thessalonians,10
3616,2-timothy,2-thessalonians,5
3617,2-timothy,1-timothy,36
3619,2-timothy,titus,12
3620,2-timothy,philemon,7
3621,2-timothy,hebrews,24
3622,2-timothy,james,2
3623,2-timothy,1-peter,18
3624,2-timothy,2-peter,8
3625,2-timothy,1-john,1
3626,2-timothy,2-john,1
3627,2-timothy,3-john,1
3628,2-timothy,jude,4
3629,2-timothy,revelation,9
3630,titus,genesis,1
3631,titus,exodus,4
3632,titus,leviticus,3
3633,titus,numbers,3
3634,titus,deuteronomy,4
3635,titus,joshua,0
3636,titus,judges,2
3637,titus,ruth,0
3638,titus,1-samuel,0
3639,titus,2-samuel,2
3640,titus,1-kings,0
3641,titus,2-kings,0
3642,titus,1-chronicles,2
3643,titus,2-chronicles,0
3644,titus,ezra,0
3645,titus,nehemiah,1
3646,titus,esther,0
3647,titus,job,7
3648,titus,psalms,12
3649,titus,proverbs,8
3650,titus,ecclesiastes,1
3651,titus,song-of-solomon,0
3652,titus,isaiah,3
3653,titus,jeremiah,4
3654,titus,lamentations,1
3655,titus,ezekiel,2
3656,titus,daniel,1
3657,titus,hosea,0
3658,titus,joel,0
3659,titus,amos,0
3660,titus,obadiah,0
3661,titus,jonah,0
3662,titus,micah,1
3663,titus,nahum,0
3664,titus,habakkuk,0
3665,titus,zephaniah,0
3666,titus,haggai,0
3667,titus,zechariah,1
3668,titus,malachi,0
3669,titus,matthew,3
3670,titus,mark,5
3671,titus,luke,4
3672,titus,john,11
3673,titus,acts,11
3674,titus,romans,16
3675,titus,1-corinthians,16
3676,titus,2-corithians,0
3677,titus,galatians,3
3678,titus,ephesians,10
3679,titus,philippians,5
3680,titus,colossians,8
3681,titus,1-thessalonians,1
3682,titus,2-thessalonians,1
3683,titus,1-timothy,34
3684,titus,2-timothy,15
3686,titus,philemon,1
3687,titus,hebrews,10
3688,titus,james,6
3689,titus,1-peter,10
3690,titus,2-peter,7
3691,titus,1-john,7
3692,titus,2-john,2
3693,titus,3-john,1
3694,titus,jude,0
3695,titus,revelation,4
3696,philemon,genesis,0
3697,philemon,exodus,0
3698,philemon,leviticus,0
3699,philemon,numbers,0
3700,philemon,deuteronomy,3
3701,philemon,joshua,0
3702,philemon,judges,0
3703,philemon,ruth,0
3704,philemon,1-samuel,0
3705,philemon,2-samuel,1
3706,philemon,1-kings,0
3707,philemon,2-kings,0
3708,philemon,1-chronicles,0
3709,philemon,2-chronicles,0
3710,philemon,ezra,0
3711,philemon,nehemiah,1
3712,philemon,esther,0
3713,philemon,job,3
3714,philemon,psalms,9
3715,philemon,proverbs,5
3716,philemon,ecclesiastes,1
3717,philemon,song-of-solomon,0
3718,philemon,isaiah,0
3719,philemon,jeremiah,0
3720,philemon,lamentations,0
3721,philemon,ezekiel,1
3722,philemon,daniel,0
3723,philemon,hosea,0
3724,philemon,joel,0
3725,philemon,amos,0
3726,philemon,obadiah,0
3727,philemon,jonah,0
3728,philemon,micah,0
3729,philemon,nahum,0
3730,philemon,habakkuk,0
3731,philemon,zephaniah,0
3732,philemon,haggai,0
3733,philemon,zechariah,0
3734,philemon,malachi,0
3735,philemon,matthew,4
3736,philemon,mark,0
3737,philemon,luke,5
3738,philemon,john,2
3739,philemon,acts,5
3740,philemon,romans,18
3741,philemon,1-corinthians,8
3742,philemon,2-corithians,0
3743,philemon,galatians,3
3744,philemon,ephesians,8
3745,philemon,philippians,7
3746,philemon,colossians,12
3747,philemon,1-thessalonians,5
3748,philemon,2-thessalonians,5
3749,philemon,1-timothy,1
3750,philemon,2-timothy,5
3751,philemon,titus,1
3753,philemon,hebrews,1
3754,philemon,james,0
3755,philemon,1-peter,2
3756,philemon,2-peter,4
3757,philemon,1-john,1
3758,philemon,2-john,1
3759,philemon,3-john,0
3760,philemon,jude,0
3761,philemon,revelation,1
3762,hebrews,genesis,21
3763,hebrews,exodus,13
3764,hebrews,leviticus,15
3765,hebrews,numbers,13
3766,hebrews,deuteronomy,16
3767,hebrews,joshua,3
3768,hebrews,judges,7
3769,hebrews,ruth,1
3770,hebrews,1-samuel,9
3771,hebrews,2-samuel,9
3772,hebrews,1-kings,6
3773,hebrews,2-kings,2
3774,hebrews,1-chronicles,9
3775,hebrews,2-chronicles,3
3776,hebrews,ezra,5
3777,hebrews,nehemiah,8
3778,hebrews,esther,2
3779,hebrews,job,59
3780,hebrews,psalms,126
3781,hebrews,proverbs,38
3782,hebrews,ecclesiastes,11
3783,hebrews,song-of-solomon,2
3784,hebrews,isaiah,35
3785,hebrews,jeremiah,21
3786,hebrews,lamentations,6
3787,hebrews,ezekiel,23
3788,hebrews,daniel,16
3789,hebrews,hosea,6
3790,hebrews,joel,1
3791,hebrews,amos,0
3792,hebrews,obadiah,0
3793,hebrews,jonah,0
3794,hebrews,micah,4
3795,hebrews,nahum,0
3796,hebrews,habakkuk,3
3797,hebrews,zephaniah,1
3798,hebrews,haggai,1
3799,hebrews,zechariah,7
3800,hebrews,malachi,0
3801,hebrews,matthew,78
3802,hebrews,mark,48
3803,hebrews,luke,86
3804,hebrews,john,49
3805,hebrews,acts,118
3806,hebrews,romans,123
3807,hebrews,1-corinthians,87
3808,hebrews,2-corithians,0
3809,hebrews,galatians,34
3810,hebrews,ephesians,28
3811,hebrews,philippians,31
3812,hebrews,colossians,24
3813,hebrews,1-thessalonians,21
3814,hebrews,2-thessalonians,6
3815,hebrews,1-timothy,35
3816,hebrews,2-timothy,17
3817,hebrews,titus,11
3818,hebrews,philemon,3
3820,hebrews,james,27
3821,hebrews,1-peter,47
3822,hebrews,2-peter,14
3823,hebrews,1-john,9
3824,hebrews,2-john,3
3825,hebrews,3-john,3
3826,hebrews,jude,6
3827,hebrews,revelation,34
3828,james,genesis,8
3829,james,exodus,8
3830,james,leviticus,2
3831,james,numbers,3
3832,james,deuteronomy,10
3833,james,joshua,4
3834,james,judges,1
3835,james,ruth,0
3836,james,1-samuel,2
3837,james,2-samuel,3
3838,james,1-kings,0
3839,james,2-kings,2
3840,james,1-chronicles,1
3841,james,2-chronicles,1
3842,james,ezra,0
3843,james,nehemiah,3
3844,james,esther,0
3845,james,job,32
3846,james,psalms,34
3847,james,proverbs,32
3848,james,ecclesiastes,6
3849,james,song-of-solomon,1
3850,james,isaiah,10
3851,james,jeremiah,5
3852,james,lamentations,3
3853,james,ezekiel,7
3854,james,daniel,3
3855,james,hosea,1
3856,james,joel,2
3857,james,amos,2
3858,james,obadiah,0
3859,james,jonah,0
3860,james,micah,1
3861,james,nahum,4
3862,james,habakkuk,0
3863,james,zephaniah,0
3864,james,haggai,0
3865,james,zechariah,2
3866,james,malachi,0
3867,james,matthew,30
3868,james,mark,13
3869,james,luke,34
3870,james,john,15
3871,james,acts,12
3872,james,romans,29
3873,james,1-corinthians,43
3874,james,2-corithians,0
3875,james,galatians,17
3876,james,ephesians,6
3877,james,philippians,4
3878,james,colossians,8
3879,james,1-thessalonians,5
3880,james,2-thessalonians,2
3881,james,1-timothy,9
3882,james,2-timothy,3
3883,james,titus,4
3884,james,philemon,1
3885,james,hebrews,11
3887,james,1-peter,10
3888,james,2-peter,1
3889,james,1-john,9
3890,james,2-john,0
3891,james,3-john,2
3892,james,jude,2
3893,james,revelation,9
3894,1-peter,genesis,16
3895,1-peter,exodus,1
3896,1-peter,leviticus,1
3897,1-peter,numbers,3
3898,1-peter,deuteronomy,5
3899,1-peter,joshua,2
3900,1-peter,judges,1
3901,1-peter,ruth,0
3902,1-peter,1-samuel,2
3903,1-peter,2-samuel,1
3904,1-peter,1-kings,0
3905,1-peter,2-kings,1
3906,1-peter,1-chronicles,2
3907,1-peter,2-chronicles,0
3908,1-peter,ezra,1
3909,1-peter,nehemiah,4
3910,1-peter,esther,0
3911,1-peter,job,18
3912,1-peter,psalms,35
3913,1-peter,proverbs,14
3914,1-peter,ecclesiastes,2
3915,1-peter,song-of-solomon,1
3916,1-peter,isaiah,13
3917,1-peter,jeremiah,10
3918,1-peter,lamentations,4
3919,1-peter,ezekiel,8
3920,1-peter,daniel,7
3921,1-peter,hosea,2
3922,1-peter,joel,0
3923,1-peter,amos,1
3924,1-peter,obadiah,0
3925,1-peter,jonah,0
3926,1-peter,micah,0
3927,1-peter,nahum,0
3928,1-peter,habakkuk,2
3929,1-peter,zephaniah,0
3930,1-peter,haggai,0
3931,1-peter,zechariah,1
3932,1-peter,malachi,1
3933,1-peter,matthew,27
3934,1-peter,mark,16
3935,1-peter,luke,22
3936,1-peter,john,22
3937,1-peter,acts,45
3938,1-peter,romans,98
3939,1-peter,1-corinthians,55
3940,1-peter,2-corithians,0
3941,1-peter,galatians,34
3942,1-peter,ephesians,43
3943,1-peter,philippians,23
3944,1-peter,colossians,20
3945,1-peter,1-thessalonians,14
3946,1-peter,2-thessalonians,9
3947,1-peter,1-timothy,17
3948,1-peter,2-timothy,13
3949,1-peter,titus,10
3950,1-peter,philemon,3
3951,1-peter,hebrews,48
3952,1-peter,james,14
3954,1-peter,2-peter,10
3955,1-peter,1-john,11
3956,1-peter,2-john,0
3957,1-peter,3-john,2
3958,1-peter,jude,4
3959,1-peter,revelation,15
3960,2-peter,genesis,3
3961,2-peter,exodus,0
3962,2-peter,leviticus,2
3963,2-peter,numbers,4
3964,2-peter,deuteronomy,3
3965,2-peter,joshua,0
3966,2-peter,judges,0
3967,2-peter,ruth,2
3968,2-peter,1-samuel,1
3969,2-peter,2-samuel,1
3970,2-peter,1-kings,0
3971,2-peter,2-kings,0
3972,2-peter,1-chronicles,0
3973,2-peter,2-chronicles,0
3974,2-peter,ezra,1
3975,2-peter,nehemiah,0
3976,2-peter,esther,0
3977,2-peter,job,9
3978,2-peter,psalms,26
3979,2-peter,proverbs,10
3980,2-peter,ecclesiastes,5
3981,2-peter,song-of-solomon,5
3982,2-peter,isaiah,7
3983,2-peter,jeremiah,3
3984,2-peter,lamentations,3
3985,2-peter,ezekiel,4
3986,2-peter,daniel,3
3987,2-peter,hosea,2
3988,2-peter,joel,0
3989,2-peter,amos,0
3990,2-peter,obadiah,0
3991,2-peter,jonah,0
3992,2-peter,micah,0
3993,2-peter,nahum,1
3994,2-peter,habakkuk,2
3995,2-peter,zephaniah,0
3996,2-peter,haggai,0
3997,2-peter,zechariah,1
3998,2-peter,malachi,0
3999,2-peter,matthew,18
4000,2-peter,mark,10
4001,2-peter,luke,21
4002,2-peter,john,12
4003,2-peter,acts,14
4004,2-peter,romans,23
4005,2-peter,1-corinthians,19
4006,2-peter,2-corithians,0
4007,2-peter,galatians,6
4008,2-peter,ephesians,14
4009,2-peter,philippians,12
4010,2-peter,colossians,5
4011,2-peter,1-thessalonians,10
4012,2-peter,2-thessalonians,5
4013,2-peter,1-timothy,10
4014,2-peter,2-timothy,8
